OrderNumber;OrderDate;ShipDate;EmployeeIdentifier;EmployeeFirstName;EmployeeLastName;CustomerAccountNumber;CustomerFirstName;CustomerLastName;CustomerAddr;CustomerCity;CustomerCountry;SaleAmount;SaleCost
O-3211;21/06/2020;25/06/2020;E-282;José;Saraiva;C-29851;Jean;Holloway;Unit 99a Battery Retail Pk;Birmingham;GB;26,724;17,62
O-3212;21/06/2020;24/06/2020;E-287;Amy;Alberts;C-29979;Parul;Manek;28, avenue des Champs-Elysées;Croix;FR;10284,1936;7964,08
O-3213;21/06/2020;24/06/2020;E-290;Hélène;Dupont;C-29712;Holly;Dickson;26, rue Saint Denis;Orleans;FR;111036,9487;103986,1
O-3214;21/06/2020;23/06/2020;E-277;Jillian;Carson;C-29684;Marlin;Coriell;99800 Tittabawasee Rd.;Saginaw;US;14366,49;9421,54
O-3215;21/06/2020;24/06/2020;E-279;Tsvi;Reiter;C-29896;Judith;Krane;Peachtree Mall;Columbus;US;35496,363;26561,93
O-3216;22/06/2020;26/06/2020;E-277;Jillian;Carson;C-29543;Karel;Bates;Polaris Town Center;Columbus;US;71029,152;41544,95
O-3217;22/06/2020;25/06/2020;E-277;Jillian;Carson;C-30085;Doris;Traube;Regency Hilltop Shopping Cntr;Virginia Beach;US;20,394;11,15
O-3218;22/06/2020;24/06/2020;E-290;Hélène;Dupont;C-29564;Mary;Billstrom;1, place de la République;Paris;FR;85091,667;53803,46
O-3219;22/06/2020;23/06/2020;E-289;Jae;Pak;C-30115;Dora;Verdad;Suite 2502 410 Albert Street;Waterloo;CA;672,294;374,6
O-3220;22/06/2020;26/06/2020;E-284;Tete;Mensa-Annan;C-29991;Chris;Maxwell;3025 E Waterway Blvd;Shelton;US;31,584;26,83
O-3221;22/06/2020;26/06/2020;E-287;Amy;Alberts;C-30005;Nancy;McPhearson;46-44 Albemarle Street;London;GB;20455,5812;11189,2
O-3222;22/06/2020;22/06/2020;E-277;Jillian;Carson;C-29828;Jay;Henningsen;Green Acres Mall;Valley Stream;US;15148,1025;8420,83
O-3223;22/06/2020;25/06/2020;E-276;Linda;Mitchell;C-29913;Anton;Kirilov;2575 Rocky Mountain Ave.;Loveland;US;128873,2206;83161,89
O-3224;22/06/2020;24/06/2020;E-279;Tsvi;Reiter;C-29540;Adam;Barr;956k North Wesleyan Blvd.;Rocky Mount;US;4715,8695;2826,22
O-3225;22/06/2020;24/06/2020;E-279;Tsvi;Reiter;C-29814;Kimberly;Harrington;79945 Corporate Center Drive;Miami;US;6557,411;5355,44
O-3226;23/06/2020;25/06/2020;E-286;Lynn;Tsoflias;C-30015;Ramesh;Meyyappan;Level 25;Melbourne;AU;14267,0691;10932,86
O-3227;23/06/2020;27/06/2020;E-275;Michael;Blythe;C-29569;Linda;Burnett;2505 Gateway Drive;North Sioux City;US;3669,516;2436,93
O-3228;23/06/2020;27/06/2020;E-276;Linda;Mitchell;C-29949;George;Li;910 Main Street.;Sparks;US;790,728;609,1
O-3229;23/06/2020;26/06/2020;E-281;Shu;Ito;C-30063;Vanessa;Tench;2500 N Serene Blvd;El Segundo;US;22147,2853;19965,78
O-3230;23/06/2020;26/06/2020;E-289;Jae;Pak;C-29567;Jackie;Blackwell;2575 Bloor Street East;Toronto;CA;1506,564;1071,01
O-3231;23/06/2020;27/06/2020;E-288;Rachel;Valdez;C-29586;David;Brink;Auf Der Steige 29;Muehlheim;DE;4667,6435;2578,4
O-3232;23/06/2020;24/06/2020;E-288;Rachel;Valdez;C-29845;Rose;Hirsch;Königsteiner Straße 449;Leipzig;DE;26,724;13,73
O-3233;23/06/2020;25/06/2020;E-277;Jillian;Carson;C-30054;Shelly;Szymanski;25192 Princeton Rd.;Springdale;US;1323,438;838,13
O-3234;24/06/2020;28/06/2020;E-279;Tsvi;Reiter;C-29597;Dick;Brummer;One Equinox Way;Sunrise;US;2254,7148;1338,62
O-3235;24/06/2020;28/06/2020;E-287;Amy;Alberts;C-30026;Scott;Mitchell;98, rue Montcalm;Paris;FR;6556,47;4521,34
O-3236;24/06/2020;28/06/2020;E-289;Jae;Pak;C-29698;Jacob;Dean;#9900 2700 Production Way;Burnaby;CA;43789,848;26260,77
O-3237;24/06/2020;27/06/2020;E-276;Linda;Mitchell;C-29522;Thomas;Armstrong;Fox Hills;Culver City;US;46428,3351;34157,33
O-3238;25/06/2020;27/06/2020;E-277;Jillian;Carson;C-29955;David;Liu;855 East Main Avenue;Zeeland;US;32164,548;24596,23
O-3239;25/06/2020;27/06/2020;E-289;Jae;Pak;C-29910;Shane;Kim;No. 25400 10665 Jasper Avenue;Edmonton;CA;44160,5991;24076,36
O-3240;25/06/2020;28/06/2020;E-277;Jillian;Carson;C-30078;Tony;Ting;Walnut Hill Plaza;Woonsocket;US;1,374;1
O-3241;25/06/2020;27/06/2020;E-279;Tsvi;Reiter;C-30062;Sameer;Tejani;Tom Morris;Millington;US;672,294;540,45
O-3242;25/06/2020;28/06/2020;E-276;Linda;Mitchell;C-29901;John;Kelly;Pacific West Outlet;Gilroy;US;30516,5072;16643,7
O-3243;26/06/2020;28/06/2020;E-277;Jillian;Carson;C-30060;Jeff;Teper;New Castle Plaza;New Castle;US;1886,442;1339,37
O-3244;26/06/2020;30/06/2020;E-286;Lynn;Tsoflias;C-29657;Martin;Chisholm;258 Berry Street;North Sydney;AU;316,86;130,07
O-3245;26/06/2020;28/06/2020;E-283;David;Campbell;C-29727;Bart;Duncan;99295 S.e. Tualatin Valley_hwy.;Hillsboro;US;71283,2401;37095,8
O-3246;26/06/2020;29/06/2020;E-276;Linda;Mitchell;C-29924;Mitch;Kennedy;C/O Starpak, Inc.;Greeley;US;66047,3337;36577,01
O-3247;26/06/2020;28/06/2020;E-288;Rachel;Valdez;C-29542;David;Bartness;Buergermeister-ulrich-str 9500;Augsburg;DE;3170,628;1891,6
O-3248;26/06/2020;30/06/2020;E-276;Linda;Mitchell;C-29784;Jeanie;Glenn;9909 W. Ventura Boulevard;Camarillo;US;10805,37;7316,32
O-3249;26/06/2020;28/06/2020;E-290;Hélène;Dupont;C-29575;Stephanie;Bourne;7551, avenue Foch;Paris;FR;356,898;232,2
O-3250;26/06/2020;27/06/2020;E-275;Michael;Blythe;C-29764;John;Ford;23025 S.W. Military Rd.;San Antonio;US;323,994;142,94
O-3251;26/06/2020;28/06/2020;E-284;Tete;Mensa-Annan;C-30112;Patricia;Vasquez;409 S. Main Ste. 25;Ellensburg;US;39403,722;22862,04
O-3252;27/06/2020;01/07/2020;E-278;Garrett;Vargas;C-29911;Tim;Kim;25 Danger Street West;Toronto;CA;30005,918;22966,53
O-3253;27/06/2020;29/06/2020;E-276;Linda;Mitchell;C-29865;Lucio;Iallo;Simi @ The Plaza;Simi Valley;US;7728,264;4718,1
O-3254;27/06/2020;01/07/2020;E-277;Jillian;Carson;C-29675;Aaron;Con;58 Teed Drive;Randolph;US;1295,976;707,35
O-3255;27/06/2020;01/07/2020;E-279;Tsvi;Reiter;C-29640;Pamela;Carlson;Park North Business Center;Clarkston;US;26,724;20,41
O-3256;27/06/2020;01/07/2020;E-278;Garrett;Vargas;C-29539;Josh;Barnhill;25 First Canadian Place;Toronto;CA;5836,104;3361,01
O-3257;28/06/2020;30/06/2020;E-277;Jillian;Carson;C-29996;Katie;McAskill-White;7505 Commercial Dr.;New Hartford;US;53853,9505;32845,52
O-3258;28/06/2020;03/07/2020;E-290;Hélène;Dupont;C-29869;Raman;Iyer;2111, rue de Linois;Orly;FR;3547,02;2683,32
O-3259;28/06/2020;02/07/2020;E-277;Jillian;Carson;C-29517;Ramona;Antrim;998 Forest Road;Saginaw;US;7265,0535;5649,3
O-3260;28/06/2020;30/06/2020;E-289;Jae;Pak;C-29983;Cecelia;Marshall;9984 Wellington Street;Ottawa;CA;3495,654;2007,2
O-3261;28/06/2020;29/06/2020;E-290;Hélène;Dupont;C-29986;Mindy;Martin;62, route de Marseille;Suresnes;FR;2006,046;1326
O-3262;28/06/2020;01/07/2020;E-290;Hélène;Dupont;C-29940;Robertson;Lee;68081, place du Tertre;Colomiers;FR;122284,4578;108588,6
O-3263;28/06/2020;30/06/2020;E-289;Jae;Pak;C-30042;Ruby Sue;Styles;46990 Viking Way;Richmond;CA;858,9;585,51
O-3264;29/06/2020;03/07/2020;E-280;Pamela;Ansman-Wolfe;C-29643;Matthew;Cavallari;North 93270 Newport Highway;Spokane;US;60425,9465;25578,3
O-3265;29/06/2020;10/07/2020;E-276;Linda;Mitchell;C-30107;Margaret;Vanderkamp;62500 Neil Road;Reno;US;97526,0759;63821,07
O-3266;29/06/2020;01/07/2020;E-286;Lynn;Tsoflias;C-29516;Mae;Anderson;P.O. Box 990032;Findon;AU;567,8978;521,67
O-3267;29/06/2020;01/07/2020;E-275;Michael;Blythe;C-30055;Julie;Taft-Rider;6996 South Lindbergh;Saint Louis;US;51742,386;42516,72
O-3268;29/06/2020;01/07/2020;E-277;Jillian;Carson;C-29724;Bernard;Duerr;Connecticut Post Mall;Milford;US;46582,4759;16820,93
O-3269;29/06/2020;02/07/2020;E-276;Linda;Mitchell;C-29818;Roger;Harui;9927 N. Main St.;Tooele;US;107270,1188;64254,8
O-3270;29/06/2020;01/07/2020;E-276;Linda;Mitchell;C-29935;Elsa;Leavitt;2575 West 2700 South;Salt Lake City;US;37540,9762;25775,64
O-3271;30/06/2020;02/07/2020;E-284;Tete;Mensa-Annan;C-29942;Roger;Lengel;490 Ne 4th St;Renton;US;49258,2807;37928,88
O-3272;30/06/2020;02/07/2020;E-282;José;Saraiva;C-29713;Dick;Dievendorff;Bradford;W. York;GB;2130,7669;1205,8
O-3273;30/06/2020;03/07/2020;E-275;Michael;Blythe;C-29616;Barbara;Calone;25306 Harvey Rd.;College Station;US;72616,5242;67468,01
O-3274;30/06/2020;02/07/2020;E-275;Michael;Blythe;C-29792;Abigail;Gonzalez;99450 Highway 59 North;Humble;US;55934,058;32581,59
O-3275;30/06/2020;02/07/2020;E-279;Tsvi;Reiter;C-29888;Brannon;Jones;3990 Silas Creek Parkway;Winston-Salem;US;33973,89;28442,94
O-3276;01/07/2020;04/07/2020;E-281;Shu;Ito;C-29496;Robert;Ahlering;6500 East Grant Road;Tucson;US;24213,5442;19007,63
O-3277;01/07/2020;05/07/2020;E-275;Michael;Blythe;C-29635;Rob;Caron;Ward Parkway Center;Kansas City;US;1915,542;870,8
O-3278;01/07/2020;03/07/2020;E-284;Tete;Mensa-Annan;C-30071;Daniel;Thompson;755 Nw Grandstand;Issaquah;US;43013,4036;26526,36
O-3279;01/07/2020;04/07/2020;E-279;Tsvi;Reiter;C-29715;Andrew;Dixon;6555 Quince Road, Suite 2025;Memphis;US;81431,7128;42287,49
O-3280;01/07/2020;03/07/2020;E-276;Linda;Mitchell;C-29531;Cory;Booth;Eastern Beltway Center;Las Vegas;US;10033,7457;6071,42
O-3281;01/07/2020;03/07/2020;E-282;José;Saraiva;C-29736;Terry;Eminhizer;Warrington Ldc Unit 25/2;Woolston;GB;92278,0501;48556,71
O-3282;01/07/2020;04/07/2020;E-275;Michael;Blythe;C-29535;Wayne;Banack;48255 I-10 E. @ Eastpoint Blvd.;Baytown;US;158,43;94,27
O-3283;01/07/2020;03/07/2020;E-285;Syed;Abbas;C-29652;Neil;Charney;2253 Miller Street;North Sydney;AU;3671,958;2352,99
O-3284;01/07/2020;03/07/2020;E-284;Tete;Mensa-Annan;C-30105;Gregory;Vanderbout;950 Gateway Street;Springfield;US;21393,5597;15946,76
O-3285;01/07/2020;04/07/2020;E-285;Syed;Abbas;C-29700;Barbara;Decker;65 Epping Rd;Lavender Bay;AU;54,942;32,62
O-3286;02/07/2020;05/07/2020;E-284;Tete;Mensa-Annan;C-29775;Jim;Geist;35525-9th Street Sw;Puyallup;US;1466,01;1229,98
O-3287;02/07/2020;13/07/2020;E-283;David;Campbell;C-29622;Henry;Campen;2507 Pacific Ave S;Tacoma;US;47000,9618;38235,28
O-3288;02/07/2020;04/07/2020;E-279;Tsvi;Reiter;C-29642;Elizabeth;Catalano;Foothills Mall;Maryville;US;31,584;20,17
O-3289;02/07/2020;04/07/2020;E-289;Jae;Pak;C-29603;Janaina Barreiro Gambaro;Bueno;995 Crescent;Richmond Hill;CA;242,4;177,53
O-3290;02/07/2020;04/07/2020;E-285;Syed;Abbas;C-29488;Pilar;Ackerman;4250 Concord Road;Rhodes;AU;57771,7641;32352,19
O-3291;03/07/2020;05/07/2020;E-281;Shu;Ito;C-29842;Mike;Hines;25250 N 90th St;Scottsdale;US;33869,946;20271,17
O-3292;03/07/2020;06/07/2020;E-289;Jae;Pak;C-29730;Linda;Ecoffey;67255 - 8th Street N.E., Suite 350;Calgary;CA;16,272;12,34
O-3293;03/07/2020;06/07/2020;E-281;Shu;Ito;C-29897;Kay;Krane;Prime Outlets;Phoenix;US;3483,366;1184,35
O-3294;03/07/2020;07/07/2020;E-283;David;Campbell;C-30080;Delia;Toone;755 Columbia Ctr Blvd;Kennewick;US;158,43;108,97
O-3295;03/07/2020;07/07/2020;E-282;José;Saraiva;C-29546;Christopher;Beck;93-2501, Blackfriars Road,;London;GB;81476,3709;53929,21
O-3296;03/07/2020;06/07/2020;E-274;Stephen;Jiang;C-29722;Reuben;D'sa;9950 Ferrand Drive, 9th Floor;Toronto;CA;84713,7665;45770,85
O-3297;03/07/2020;09/07/2020;E-276;Linda;Mitchell;C-30089;Michael John;Troyer;Oxnard Outlet;Oxnard;US;202,332;173,86
O-3298;03/07/2020;05/07/2020;E-286;Lynn;Tsoflias;C-29529;Phillip;Bacalzo;2501 Miller Street;North Sydney;AU;1912,446;1208,86
O-3299;03/07/2020;06/07/2020;E-275;Michael;Blythe;C-29637;Donna;Carreras;12345 Sterling Avenue;Irving;US;68906,6458;40461,98
O-3300;04/07/2020;08/07/2020;E-290;Hélène;Dupont;C-30006;Nellie;Medina;699bis, rue des Peupliers;Paris;FR;283,9489;243,26
O-3301;04/07/2020;05/07/2020;E-286;Lynn;Tsoflias;C-29628;Richard;Carey;25 Epping Road;Lavender Bay;AU;63669,48;42276,53
O-3302;04/07/2020;08/07/2020;E-290;Hélène;Dupont;C-30049;Nate;Sun;510, avenue de Villiers;Orleans;FR;90020,6146;62447,3
O-3303;04/07/2020;06/07/2020;E-289;Jae;Pak;C-29950;Yale;Li;992 St Clair Ave East;Toronto;CA;43253,7414;29118,42
O-3304;05/07/2020;05/07/2020;E-288;Rachel;Valdez;C-29878;George;Jiang;Krönerweg 9249;Hannover;DE;3216,3494;1813,06
O-3306;05/07/2020;07/07/2020;E-281;Shu;Ito;C-29696;Alvaro;De Matos Miranda Filho;Mountain Square;Upland;US;20607,78;14411,02
O-3307;06/07/2020;09/07/2020;E-281;Shu;Ito;C-29799;Douglas;Groncki;70259 West Sunnyview Ave;Visalia;US;16674,9572;11000,47
O-3308;06/07/2020;08/07/2020;E-277;Jillian;Carson;C-29801;Faith;Gustafson;99 Edgewater Drive;Norwood;US;3977,1649;2204,14
O-3309;06/07/2020;10/07/2020;E-289;Jae;Pak;C-29750;Rhoda;Finley;6030 Conroy Road;Ottawa;CA;1249,65;1167,55
O-3310;06/07/2020;12/07/2020;E-289;Jae;Pak;C-30029;Shanay;Steelman;5 place Ville-Marie;Montreal;CA;4216,1064;3493,05
O-3311;06/07/2020;08/07/2020;E-278;Garrett;Vargas;C-30053;Katherine;Swan;975 Princess Street;Kingston;CA;1878,2568;1203,59
O-3312;06/07/2020;09/07/2020;E-289;Jae;Pak;C-29740;Martha;Espinoza;6700 Boul Taschereau;Brossard;CA;2042,562;1331,34
O-3313;06/07/2020;09/07/2020;E-288;Rachel;Valdez;C-29812;William;Hapke;Karl Liebknecht str 299;Frankfurt am Main;DE;1927,6118;997,73
O-3314;06/07/2020;10/07/2020;E-277;Jillian;Carson;C-29916;Reed;Koch;Adirondack Factory Outlet;Lake George;US;53277,6924;38743,54
O-3315;06/07/2020;09/07/2020;E-276;Linda;Mitchell;C-29957;Kevin;Liu;9992 Whipple Rd;Union City;US;104273,0197;87339,08
O-3316;07/07/2020;09/07/2020;E-288;Rachel;Valdez;C-29607;Dana;Burnell;Rotthäuser Weg 511;Stuttgart;DE;228,582;122,66
O-3317;07/07/2020;09/07/2020;E-289;Jae;Pak;C-29939;Mark;Lee;2512-410th Avenue S.W.;Calgary;CA;3919,5255;3721,99
O-3318;07/07/2020;18/07/2020;E-278;Garrett;Vargas;C-30037;Jim;Stewart;999 West Georgia St.;Vancouver;CA;5942,0055;4693,59
O-3319;07/07/2020;10/07/2020;E-284;Tete;Mensa-Annan;C-29709;Bev;Desalvo;7009 Sw Hall Blvd.;Tigard;US;5696,538;3643,51
O-3320;07/07/2020;10/07/2020;E-278;Garrett;Vargas;C-29881;Danielle;Johnson;955 Green Valley Crescent;Ottawa;CA;370,794;235,34
O-3321;07/07/2020;10/07/2020;E-276;Linda;Mitchell;C-29847;David;Hodgson;99700 Bell Road;Auburn;US;26,724;19,15
O-3322;07/07/2020;07/07/2020;E-288;Rachel;Valdez;C-30082;Anna;Townsend;Wallstr 244;Saarbrücken;DE;24518,1401;14541,71
O-3323;07/07/2020;11/07/2020;E-287;Amy;Alberts;C-29927;Jeffrey;Kung;12, rue des Grands Champs;Verrieres Le Buisson;FR;1466,01;832,69
O-3324;07/07/2020;11/07/2020;E-289;Jae;Pak;C-29527;Robert;Avalos;700 Bureau Road;Montreal;CA;4398,8328;2008,95
O-3325;07/07/2020;10/07/2020;E-278;Garrett;Vargas;C-29577;Lester;Bowman;770 Notre Datme Quest Bureau 800;Montreal;CA;3676,914;2121,58
O-3326;07/07/2020;15/07/2020;E-276;Linda;Mitchell;C-29877;Joyce;Jarvis;955 E. County Line Rd.;Englewood;US;10268,513;7466,23
O-3327;08/07/2020;11/07/2020;E-279;Tsvi;Reiter;C-29841;Reinout;Hillmann;7700 Green Road;Raleigh;US;26261,707;19641,13
O-3328;08/07/2020;12/07/2020;E-284;Tete;Mensa-Annan;C-29931;Eric;Lang;25300 Biddle Road;Medford;US;25690,4699;19935,8
O-3329;08/07/2020;08/07/2020;E-286;Lynn;Tsoflias;C-30038;Judy;Storjohann;Level 7;Matraville;AU;917,8789;667,3
O-3330;08/07/2020;10/07/2020;E-275;Michael;Blythe;C-29492;Jay;Adams;Blue Ridge Mall;Kansas City;US;48717,09;19647,6
O-3331;08/07/2020;11/07/2020;E-275;Michael;Blythe;C-29702;Aidan;Delaney;Corporate Office;Garland;US;51395,322;39558,98
O-3332;09/07/2020;11/07/2020;E-284;Tete;Mensa-Annan;C-29645;Andrew;Cencini;558 S 6th St;Klamath Falls;US;49517,6753;37945,4
O-3333;09/07/2020;13/07/2020;E-276;Linda;Mitchell;C-29653;Pei;Chow;4660 Rodeo Road;Santa Fe;US;13119,4132;8692,92
O-3334;09/07/2020;12/07/2020;E-286;Lynn;Tsoflias;C-30092;Gracia;Tuell;Level 99;Melbourne;AU;28920,1932;20105,32
O-3335;09/07/2020;10/07/2020;E-276;Linda;Mitchell;C-29929;Jeffrey;Kurtz;Receiving;Fullerton;US;46694,2363;28324,73
O-3336;09/07/2020;13/07/2020;E-276;Linda;Mitchell;C-29638;Rosmarie;Carroll;39933 Mission Oaks Blvd;Camarillo;US;48,594;26,62
O-3337;09/07/2020;11/07/2020;E-281;Shu;Ito;C-29809;Kerim;Hanif;60025 Bollinger Canyon Road;San Ramon;US;7557,3266;6005,81
O-3338;09/07/2020;11/07/2020;E-288;Rachel;Valdez;C-29552;John;Bennetts;Winterfeldtstr 5557;Münster;DE;40683,5406;14861,7
O-3339;09/07/2020;09/07/2020;E-286;Lynn;Tsoflias;C-29537;Rebecca;Barley;Ctrcrt Bus Pk/995-27 Paul St N;North Ryde;AU;400,104;308,04
O-3341;10/07/2020;14/07/2020;E-283;David;Campbell;C-29810;Jean;Handley;259826 Russell Rd. South;Kent;US;3864,702;2371,77
O-3342;10/07/2020;14/07/2020;E-275;Michael;Blythe;C-30008;R. Morgan;Mendoza;Johnson Creek;Johnson Creek;US;2224,338;1817,29
O-3343;10/07/2020;13/07/2020;E-284;Tete;Mensa-Annan;C-30031;Alan;Steiner;2255 254th Avenue Se;Albany;US;1741,7689;1221,5
O-3344;10/07/2020;12/07/2020;E-288;Rachel;Valdez;C-29676;Peter;Connelly;Kurfürstenstr 9;Duesseldorf;DE;1034,37;833,91
O-3345;10/07/2020;14/07/2020;E-279;Tsvi;Reiter;C-29685;Pamela;Cox;99842 White Mill East;Decatur;US;6770,298;4546,93
O-3346;10/07/2020;13/07/2020;E-275;Michael;Blythe;C-29948;Elsie;Lewin;P.O. Box 6256916;Dallas;US;4441,4448;2417,03
O-3347;11/07/2020;21/07/2020;E-279;Tsvi;Reiter;C-29563;Chris;Bidelman;DeSouth Square;Bradenton;US;53584,4454;45728,97
O-3348;11/07/2020;14/07/2020;E-284;Tete;Mensa-Annan;C-29903;Kevin;Kennedy;2550 Ne Sandy Blvd;Portland;US;4321,224;2388,77
O-3349;11/07/2020;14/07/2020;E-286;Lynn;Tsoflias;C-29821;Neal;Hasty;254a Baker Street;Sydney;AU;25283,1022;13394,99
O-3350;11/07/2020;14/07/2020;E-287;Amy;Alberts;C-30066;Ram;Thirunavukkarasu;Postfach 11 09 00;Berlin;DE;283,9489;140,78
O-3351;11/07/2020;13/07/2020;E-277;Jillian;Carson;C-29966;Richard;Lum;Attn: Accounts Payable;Melville;US;63707,6101;56629,69
O-3352;11/07/2020;15/07/2020;E-279;Tsvi;Reiter;C-29678;Stephanie;Conroy;8525 Nw 17th St.;Miami;US;2263,368;1579,83
O-3353;12/07/2020;16/07/2020;E-279;Tsvi;Reiter;C-29804;Matthew;Hagemann;2525 Electrics Blvd.;Huntsville;US;2183,64;1451,25
O-3354;12/07/2020;14/07/2020;E-289;Jae;Pak;C-29864;Beth;Inghram;9259 - 1110th Avenue Sw;Calgary;CA;3944,9457;3024,2
O-3355;12/07/2020;15/07/2020;E-286;Lynn;Tsoflias;C-29760;John;Fredericksen;Level 7;Rhodes;AU;886,2949;698,84
O-3356;12/07/2020;16/07/2020;E-275;Michael;Blythe;C-29508;Marvin;Allen;First Colony Mall;Sugar Land;US;1182,894;720,14
O-3357;12/07/2020;12/07/2020;E-275;Michael;Blythe;C-29902;Robert;Kelly;6425 Nw Loop 410;San Antonio;US;858,9;395,27
O-3358;12/07/2020;15/07/2020;E-290;Hélène;Dupont;C-29933;Cecilia;Laursen;69, boulevard Tremblay;Roncq;FR;225,63;81,72
O-3359;13/07/2020;17/07/2020;E-275;Michael;Blythe;C-30046;Elizabeth;Sullivan;Town East Center;Mesquite;US;106929,5461;75032,47
O-3360;13/07/2020;17/07/2020;E-280;Pamela;Ansman-Wolfe;C-29559;Robert;Bernacchi;25915 140th Ave Ne;Bellevue;US;87783,9431;70903,09
O-3361;13/07/2020;17/07/2020;E-284;Tete;Mensa-Annan;C-30034;Wathalee;Steuber;700 Se Sunnyside Road;Clackamas;US;8785,932;5253,11
O-3362;13/07/2020;15/07/2020;E-289;Jae;Pak;C-29711;Gabriele;Dickmann;250551 Shellbridge Way;Richmond;CA;4949,682;3788,49
O-3363;13/07/2020;17/07/2020;E-276;Linda;Mitchell;C-30033;Vassar;Stern;25130 South State Street;Sandy;US;1615,2769;1284,79
O-3364;13/07/2020;17/07/2020;E-284;Tete;Mensa-Annan;C-29873;Mary;Alexander;2345 West Spencer Road;Lynnwood;US;7798,806;5055,19
O-3365;13/07/2020;17/07/2020;E-275;Michael;Blythe;C-29943;A.;Leonetti;5700 Legacy Dr;Plano;US;1525,8048;1197,91
O-3366;14/07/2020;16/07/2020;E-275;Michael;Blythe;C-29651;Lee;Chapla;99433 S. Greenbay Rd.;Racine;US;33592,044;13423,38
O-3367;14/07/2020;17/07/2020;E-288;Rachel;Valdez;C-29917;Jim;Kennedy;Brunnenstr 9511;Berlin;DE;46703,1548;33794,4
O-3368;14/07/2020;17/07/2020;E-276;Linda;Mitchell;C-29660;Anthony;Chor;Riverside;Sherman Oaks;US;56184,0389;24428,82
O-3369;14/07/2020;17/07/2020;E-289;Jae;Pak;C-29840;Andrew;Hill;7000 Victoria Park Avenue;Toronto;CA;1574,442;1008,74
O-3370;14/07/2020;21/07/2020;E-278;Garrett;Vargas;C-29822;James;Haugh;660 Saint-Jacques, Bureau 400;Montreal;CA;44411,3304;41506,83
O-3371;14/07/2020;17/07/2020;E-290;Hélène;Dupont;C-29735;Michael;Emanuel;22, rue Lafayette;Pantin;FR;109,788;66,36
O-3372;14/07/2020;16/07/2020;E-282;José;Saraiva;C-29932;Rebecca;Laszlo;Phoenix Way, Cirencester;Gloucestershire;GB;42858,2133;30643,62
O-3373;15/07/2020;18/07/2020;E-278;Garrett;Vargas;C-29964;Anita;Lucerne;6333 Cote Vertu;Montreal;CA;34771,9097;23902,21
O-3374;15/07/2020;19/07/2020;E-275;Michael;Blythe;C-29854;Peter;Houston;1200 First Ave.;Joliet;US;1669,032;1302,84
O-3375;15/07/2020;15/07/2020;E-288;Rachel;Valdez;C-29676;Peter;Connelly;Kurfürstenstr 9;Duesseldorf;DE;1825,781;1267,82
O-3376;15/07/2020;24/07/2020;E-285;Syed;Abbas;C-29972;Jenny;Lysaker;No. 6;Perth;AU;17746,2521;10635,33
O-3377;15/07/2020;17/07/2020;E-278;Garrett;Vargas;C-29959;Todd;Logan;575 Rue St Amable;Quebec;CA;70,644;65,82
O-3378;15/07/2020;17/07/2020;E-276;Linda;Mitchell;C-29781;Guy;Gilbert;Vista Marketplace;Alhambra;US;3794,9789;2689,88
O-3379;15/07/2020;18/07/2020;E-288;Rachel;Valdez;C-29839;Geneva;Hill;Buergermeister-ulrich-str 3000;Augsburg;DE;437,8429;305,04
O-3380;15/07/2020;19/07/2020;E-290;Hélène;Dupont;C-30043;Min;Su;54, avenue des Ternes;Saint Ouen;FR;39566,3847;36820,47
O-3381;15/07/2020;17/07/2020;E-277;Jillian;Carson;C-29838;Fran;Highfill;Logansport Mall;Logansport;US;2,748;1,77
O-3382;15/07/2020;22/07/2020;E-275;Michael;Blythe;C-29956;Jinghao;Liu;90025 Sterling St;Irving;US;61251,456;50397,7
O-3383;16/07/2020;19/07/2020;E-286;Lynn;Tsoflias;C-29965;Jose;Lugo;2-252 Beauchamp Road;Cloverdale;AU;2186,73;1782,18
O-3384;16/07/2020;18/07/2020;E-275;Michael;Blythe;C-29574;Randall;Boseman;2500 North Stemmons Freeway;Dallas;US;710,376;585,64
O-3385;16/07/2020;18/07/2020;E-277;Jillian;Carson;C-29551;Mason;Bendixen;77993 Mentor Ave.;Mentor;US;28995,9788;19757,86
O-3386;17/07/2020;20/07/2020;E-283;David;Campbell;C-29806;Betty;Haines;640 South 994th St. W.;Billings;US;1135,7955;904,1
O-3387;17/07/2020;19/07/2020;E-281;Shu;Ito;C-30069;Donald;Thompson;25472 Marlay Ave;Fontana;US;802,398;537,85
O-3388;17/07/2020;21/07/2020;E-275;Michael;Blythe;C-30118;Caroline;Vicknair;660 Lindbergh;Saint Louis;US;44021,7035;34420,57
O-3389;18/07/2020;21/07/2020;E-282;José;Saraiva;C-29644;Brigid;Cavendish;Banbury;Oxon;GB;4098,648;2240,73
O-3390;18/07/2020;26/07/2020;E-288;Rachel;Valdez;C-29887;Tamara;Johnston;Kurfürstenstr 574;München;DE;2045,292;996,87
O-3391;18/07/2020;21/07/2020;E-277;Jillian;Carson;C-29701;Kirk;DeGrasse;6 Cotton Road;Nashua;US;105505,3991;64600,96
O-3392;18/07/2020;21/07/2020;E-289;Jae;Pak;C-30007;Raquel;Mello;No. 2000-25080 Beaver Hall Hill;Quebec;CA;3650,478;3040,12
O-3393;19/07/2020;21/07/2020;E-281;Shu;Ito;C-29579;Cornelius;Brandon;789 West Alameda;Westminster;US;40255,9142;26258,93
